P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,A.J. Minter (44217847),A.J. Minter,44217847,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.96
,,,,,,,,,,,RP,Andrew Morris (44217848),Andrew Morris,44217848,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.88
,,,,,,,,,,,RP,Philip Abner (44217850),Philip Abner,44217850,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,1.04
,,,,,,,,,,,RP,Randy Rodriguez (44217853),Randy Rodriguez,44217853,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,0
,,,,,,,,,,,RP,Sam Hentges (44217854),Sam Hentges,44217854,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,2.12
,,,,,,,,,,,RP,Duncan Davitt (44217859),Duncan Davitt,44217859,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,2.92
,,,,,,,,,,,RP,Ryan Walker (44217861),Ryan Walker,44217861,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,0.96
,,,,,,,,,,,RP,Garrett Acton (44217864),Garrett Acton,44217864,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,4.56
,,,,,,,,,,,RP,Travis Adams (44217866),Travis Adams,44217866,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,3.74
,,,,,,,,,,,SP,Yunior Marte (44217870),Yunior Marte,44217870,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,7.32
,,,,,,,,,,,RP,Tommy Nance (44217872),Tommy Nance,44217872,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,3.18
,,,,,,,,,,,RP,Kody Funderburk (44217873),Kody Funderburk,44217873,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.36
,,,,,,,,,,,RP,Reiver Sanmartin (44217874),Reiver Sanmartin,44217874,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,2.28
,,,,,,,,,,,RP,Woo Suk Go (44217875),Woo Suk Go,44217875,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,1.25
,,,,,,,,,,,RP,Matt Gage (44217878),Matt Gage,44217878,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,1.76
,,,,,,,,,,,RP,Jeff Hoffman (44217879),Jeff Hoffman,44217879,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,3.82
,,,,,,,,,,,RP,Eric Orze (44217880),Eric Orze,44217880,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.28
,,,,,,,,,,,RP,Taylor Rogers (44217881),Taylor Rogers,44217881,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.25
,,,,,,,,,,,RP,Cole Sands (44217895),Cole Sands,44217895,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,1.42
,,,,,,,,,,,RP,Anthony Banda (44217896),Anthony Banda,44217896,P,4000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.18
,,,,,,,,,,,RP,Joel Kuhnel (44217903),Joel Kuhnel,44217903,P,4000,MIN@SF 09/21/2026 09:45PM ET,SF,1.55
,,,,,,,,,,,C,Samuel Basallo (44217613),Samuel Basallo,44217613,C,3900,TOR@BAL 09/21/2026 06:35PM ET,BAL,5.86
,,,,,,,,,,,3B,Brooks Lee (44217612),Brooks Lee,44217612,3B,3900,MIN@SF 09/21/2026 09:45PM ET,MIN,7.16
,,,,,,,,,,,OF,Dylan Beavers (44217616),Dylan Beavers,44217616,OF,3800,TOR@BAL 09/21/2026 06:35PM ET,BAL,5.52
,,,,,,,,,,,2B/OF,Jonah Cox (44217614),Jonah Cox,44217614,2B/OF,3800,MIN@SF 09/21/2026 09:45PM ET,SF,5.64
,,,,,,,,,,,OF,Kerry Carpenter (44217692),Kerry Carpenter,44217692,OF,3700,WSH@DET 09/21/2026 06:40PM ET,DET,5.27
,,,,,,,,,,,1B,Josh Bell (44217617),Josh Bell,44217617,1B,3700,MIN@SF 09/21/2026 09:45PM ET,MIN,7.26
,,,,,,,,,,,OF,Jung Hoo Lee (44217618),Jung Hoo Lee,44217618,OF,3700,MIN@SF 09/21/2026 09:45PM ET,SF,6.82
,,,,,,,,,,,1B,Spencer Torkelson (44217619),Spencer Torkelson,44217619,1B,3600,WSH@DET 09/21/2026 06:40PM ET,DET,6.52
,,,,,,,,,,,OF,Max Clark (44217620),Max Clark,44217620,OF,3600,WSH@DET 09/21/2026 06:40PM ET,DET,7.67
,,,,,,,,,,,OF,Trevor Larnach (44217693),Trevor Larnach,44217693,OF,3600,MIN@SF 09/21/2026 09:45PM ET,MIN,6.30
,,,,,,,,,,,2B,Jackson Holliday (44217694),Jackson Holliday,44217694,2B,3500,TOR@BAL 09/21/2026 06:35PM ET,BAL,5.63
,,,,,,,,,,,C,Harry Ford (44217621),Harry Ford,44217621,C,3500,WSH@DET 09/21/2026 06:40PM ET,WSH,5.17
,,,,,,,,,,,3B,Brady House (44217623),Brady House,44217623,3B,3500,WSH@DET 09/21/2026 06:40PM ET,WSH,6.39
,,,,,,,,,,,1B,Royce Lewis (44217622),Royce Lewis,44217622,1B,3500,MIN@SF 09/21/2026 09:45PM ET,MIN,6.81
,,,,,,,,,,,2B/SS,Ernie Clement (44217627),Ernie Clement,44217627,2B/SS,3400,TOR@BAL 09/21/2026 06:35PM ET,TOR,5.82
,,,,,,,,,,,OF,Luis Robert Jr. (44217695),Luis Robert Jr.,44217695,OF,3400,TOR@BAL 09/21/2026 06:35PM ET,BAL,6.34
,,,,,,,,,,,2B/3B,Hao-Yu Lee (44217625),Hao-Yu Lee,44217625,2B/3B,3400,WSH@DET 09/21/2026 06:40PM ET,DET,5.37
,,,,,,,,,,,C,Keibert Ruiz (44217629),Keibert Ruiz,44217629,C,3400,WSH@DET 09/21/2026 06:40PM ET,WSH,6.24
,,,,,,,,,,,OF,Turner Hill (44217624),Turner Hill,44217624,OF,3400,MIN@SF 09/21/2026 09:45PM ET,SF,6.17
,,,,,,,,,,,SS,Andres Gimenez (44217630),Andres Gimenez,44217630,SS,3300,TOR@BAL 09/21/2026 06:35PM ET,TOR,5.57
,,,,,,,,,,,OF,Leody Taveras (44217631),Leody Taveras,44217631,OF,3300,TOR@BAL 09/21/2026 06:35PM ET,BAL,5.50
,,,,,,,,,,,3B/OF,Addison Barger (44217696),Addison Barger,44217696,3B/OF,3300,TOR@BAL 09/21/2026 06:35PM ET,TOR,2.56
,,,,,,,,,,,OF,Jacob Young (44217632),Jacob Young,44217632,OF,3300,WSH@DET 09/21/2026 06:40PM ET,WSH,6
,,,,,,,,,,,OF,Austin Martin (44217633),Austin Martin,44217633,OF,3300,MIN@SF 09/21/2026 09:45PM ET,MIN,4.81
,,,,,,,,,,,2B/OF,Jeremiah Jackson (44217634),Jeremiah Jackson,44217634,2B/OF,3200,TOR@BAL 09/21/2026 06:35PM ET,BAL,4.44
,,,,,,,,,,,SS,John Peck (44217636),John Peck,44217636,SS,3200,WSH@DET 09/21/2026 06:40PM ET,DET,4.84
,,,,,,,,,,,1B,Yohandy Morales (44217637),Yohandy Morales,44217637,1B,3200,WSH@DET 09/21/2026 06:40PM ET,WSH,7.08
,,,,,,,,,,,OF,Drew Gilbert (44217638),Drew Gilbert,44217638,OF,3200,MIN@SF 09/21/2026 09:45PM ET,SF,4.89
,,,,,,,,,,,SS,Willy Adames (44217698),Willy Adames,44217698,SS,3200,MIN@SF 09/21/2026 09:45PM ET,SF,7.04
,,,,,,,,,,,C,Brandon Valenzuela (44217639),Brandon Valenzuela,44217639,C,3100,TOR@BAL 09/21/2026 06:35PM ET,TOR,4.52
,,,,,,,,,,,1B,Colt Keith (44217640),Colt Keith,44217640,1B,3100,WSH@DET 09/21/2026 06:40PM ET,DET,5.02
,,,,,,,,,,,OF,Wenceel Perez (44217699),Wenceel Perez,44217699,OF,3100,WSH@DET 09/21/2026 06:40PM ET,DET,5.09
,,,,,,,,,,,OF,Walker Jenkins (44217641),Walker Jenkins,44217641,OF,3100,MIN@SF 09/21/2026 09:45PM ET,MIN,6.05
,,,,,,,,,,,2B/3B,Shay Whitcomb (44217642),Shay Whitcomb,44217642,2B/3B,3100,MIN@SF 09/21/2026 09:45PM ET,SF,3.02
,,,,,,,,,,,SS,Kaelen Culpepper (44217700),Kaelen Culpepper,44217700,SS,3100,MIN@SF 09/21/2026 09:45PM ET,MIN,6.39
,,,,,,,,,,,OF,Nathan Lukes (44217644),Nathan Lukes,44217644,OF,3000,TOR@BAL 09/21/2026 06:35PM ET,TOR,5.45
,,,,,,,,,,,2B/3B,Blaze Alexander (44217702),Blaze Alexander,44217702,2B/3B,3000,TOR@BAL 09/21/2026 06:35PM ET,BAL,5.69
,,,,,,,,,,,SS,Nasim Nunez (44217645),Nasim Nunez,44217645,SS,3000,WSH@DET 09/21/2026 06:40PM ET,WSH,5.69
,,,,,,,,,,,2B/OF,Javier Baez (44217647),Javier Baez,44217647,2B/OF,3000,WSH@DET 09/21/2026 06:40PM ET,DET,4.87
,,,,,,,,,,,OF,Matt Vierling (44217701),Matt Vierling,44217701,OF,3000,WSH@DET 09/21/2026 06:40PM ET,DET,4.50
,,,,,,,,,,,OF,Emmanuel Rodriguez (44217646),Emmanuel Rodriguez,44217646,OF,3000,MIN@SF 09/21/2026 09:45PM ET,MIN,5.33
,,,,,,,,,,,C,Yohel Pozo (44217649),Yohel Pozo,44217649,C,2900,TOR@BAL 09/21/2026 06:35PM ET,BAL,2.14
,,,,,,,,,,,2B/OF,Charles McAdoo (44217652),Charles McAdoo,44217652,2B/OF,2900,TOR@BAL 09/21/2026 06:35PM ET,TOR,4.61
,,,,,,,,,,,1B/3B,Andres Chaparro (44217650),Andres Chaparro,44217650,1B/3B,2900,WSH@DET 09/21/2026 06:40PM ET,WSH,5.60
,,,,,,,,,,,OF,Parker Meadows (44217704),Parker Meadows,44217704,OF,2900,WSH@DET 09/21/2026 06:40PM ET,DET,5.42
,,,,,,,,,,,OF,Colton Cowser (44217658),Colton Cowser,44217658,OF,2800,TOR@BAL 09/21/2026 06:35PM ET,BAL,4.51
,,,,,,,,,,,OF,Tyler O'Neill (44217706),Tyler O'Neill,44217706,OF,2800,TOR@BAL 09/21/2026 06:35PM ET,BAL,4.75
,,,,,,,,,,,2B/OF,Jose Tena (44217656),Jose Tena,44217656,2B/OF,2800,WSH@DET 09/21/2026 06:40PM ET,WSH,4.10
,,,,,,,,,,,OF,Zach McKinstry (44217659),Zach McKinstry,44217659,OF,2800,WSH@DET 09/21/2026 06:40PM ET,DET,4.35
,,,,,,,,,,,1B/C,Victor Caratini (44217654),Victor Caratini,44217654,C/1B,2800,MIN@SF 09/21/2026 09:45PM ET,MIN,4.98
,,,,,,,,,,,SS,Marcelo Mayer (44217705),Marcelo Mayer,44217705,SS,2800,MIN@SF 09/21/2026 09:45PM ET,SF,4.44
,,,,,,,,,,,OF,Yohendrick Pinango (44217707),Yohendrick Pinango,44217707,OF,2700,TOR@BAL 09/21/2026 06:35PM ET,TOR,4.64
,,,,,,,,,,,OF,Ben Malgeri (44217663),Ben Malgeri,44217663,OF,2700,WSH@DET 09/21/2026 06:40PM ET,DET,4.11
,,,,,,,,,,,2B/3B,Osleivis Basabe (44217660),Osleivis Basabe,44217660,2B/3B,2700,MIN@SF 09/21/2026 09:45PM ET,SF,4.60
,,,,,,,,,,,SS,Christian Koss (44217662),Christian Koss,44217662,SS,2700,MIN@SF 09/21/2026 09:45PM ET,SF,4.42
,,,,,,,,,,,2B/SS,Ryan Kreidler (44217664),Ryan Kreidler,44217664,2B/SS,2600,MIN@SF 09/21/2026 09:45PM ET,MIN,4.15
,,,,,,,,,,,OF,Victor Bericoto (44217666),Victor Bericoto,44217666,OF,2600,MIN@SF 09/21/2026 09:45PM ET,SF,4.78
,,,,,,,,,,,OF,Alan Roden (44217667),Alan Roden,44217667,OF,2600,MIN@SF 09/21/2026 09:45PM ET,MIN,4.66
,,,,,,,,,,,C/OF,Jesus Rodriguez (44217708),Jesus Rodriguez,44217708,C/OF,2600,MIN@SF 09/21/2026 09:45PM ET,SF,4.68
,,,,,,,,,,,OF,Rece Hinds (44217670),Rece Hinds,44217670,OF,2500,TOR@BAL 09/21/2026 06:35PM ET,BAL,2.83
,,,,,,,,,,,OF,Myles Straw (44217671),Myles Straw,44217671,OF,2500,TOR@BAL 09/21/2026 06:35PM ET,TOR,3.49
,,,,,,,,,,,OF,Jonatan Clase (44217710),Jonatan Clase,44217710,OF,2500,TOR@BAL 09/21/2026 06:35PM ET,TOR,6.44
,,,,,,,,,,,OF,Heston Kjerstad (44217713),Heston Kjerstad,44217713,OF,2500,TOR@BAL 09/21/2026 06:35PM ET,BAL,1.82
,,,,,,,,,,,2B/3B,Jorbit Vivas (44217668),Jorbit Vivas,44217668,2B/3B,2500,WSH@DET 09/21/2026 06:40PM ET,WSH,4.22
,,,,,,,,,,,C,Drew Millas (44217712),Drew Millas,44217712,C,2500,WSH@DET 09/21/2026 06:40PM ET,WSH,3.72
,,,,,,,,,,,OF,Grant McCray (44217672),Grant McCray,44217672,OF,2500,MIN@SF 09/21/2026 09:45PM ET,SF,3.72
,,,,,,,,,,,1B/C,Alex Jackson (44217673),Alex Jackson,44217673,C/1B,2500,MIN@SF 09/21/2026 09:45PM ET,MIN,3.64
,,,,,,,,,,,C,Daniel Susac (44217711),Daniel Susac,44217711,C,2500,MIN@SF 09/21/2026 09:45PM ET,SF,4.62
,,,,,,,,,,,2B/OF,Josh Smith (44217675),Josh Smith,44217675,2B/OF,2400,TOR@BAL 09/21/2026 06:35PM ET,TOR,4.47
,,,,,,,,,,,2B,Luis Urias (44217714),Luis Urias,44217714,2B,2400,TOR@BAL 09/21/2026 06:35PM ET,TOR,4
,,,,,,,,,,,1B,Abimelec Ortiz (44217677),Abimelec Ortiz,44217677,1B,2400,WSH@DET 09/21/2026 06:40PM ET,WSH,4.61
,,,,,,,,,,,C,Andrew Knizner (44217678),Andrew Knizner,44217678,C,2400,MIN@SF 09/21/2026 09:45PM ET,SF,3.88
,,,,,,,,,,,OF,Christian Franklin (44217679),Christian Franklin,44217679,OF,2300,TOR@BAL 09/21/2026 06:35PM ET,BAL,3
,,,,,,,,,,,1B,Sean Keys (44217680),Sean Keys,44217680,1B,2300,TOR@BAL 09/21/2026 06:35PM ET,TOR,4.3
,,,,,,,,,,,OF,Anthony Santander (44217716),Anthony Santander,44217716,OF,2300,TOR@BAL 09/21/2026 06:35PM ET,TOR,0
,,,,,,,,,,,SS,Trey Sweeney (44217715),Trey Sweeney,44217715,SS,2300,WSH@DET 09/21/2026 06:40PM ET,DET,0
,,,,,,,,,,,OF,Andrew Pinckney (44217717),Andrew Pinckney,44217717,OF,2300,WSH@DET 09/21/2026 06:40PM ET,WSH,3.65
,,,,,,,,,,,OF,Scott Bandura (44217681),Scott Bandura,44217681,OF,2300,MIN@SF 09/21/2026 09:45PM ET,SF,3.14
,,,,,,,,,,,OF,Brett Callahan (44217682),Brett Callahan,44217682,OF,2200,WSH@DET 09/21/2026 06:40PM ET,DET,3.36
,,,,,,,,,,,C,Drew Cavanaugh (44217683),Drew Cavanaugh,44217683,C,2200,MIN@SF 09/21/2026 09:45PM ET,SF,3.43
,,,,,,,,,,,SS,Ben Ross (44217684),Ben Ross,44217684,SS,2200,MIN@SF 09/21/2026 09:45PM ET,MIN,3.5
,,,,,,,,,,,2B/OF,Davis Schneider (44217685),Davis Schneider,44217685,2B/OF,2100,TOR@BAL 09/21/2026 06:35PM ET,TOR,3.23
,,,,,,,,,,,OF/SS,Jose Barrero (44217687),Jose Barrero,44217687,SS/OF,2100,TOR@BAL 09/21/2026 06:35PM ET,BAL,0
,,,,,,,,,,,C,Carlos Narvaez (44217691),Carlos Narvaez,44217691,C,2000,TOR@BAL 09/21/2026 06:35PM ET,BAL,3.03
,,,,,,,,,,,3B,Jordan Westburg (44217718),Jordan Westburg,44217718,3B,2000,TOR@BAL 09/21/2026 06:35PM ET,BAL,0
,,,,,,,,,,,1B,Ryan Mountcastle (44217719),Ryan Mountcastle,44217719,1B,2000,TOR@BAL 09/21/2026 06:35PM ET,BAL,2.25
,,,,,,,,,,,OF,Rudy Martin Jr. (44217723),Rudy Martin Jr.,44217723,OF,2000,TOR@BAL 09/21/2026 06:35PM ET,TOR,1
,,,,,,,,,,,C,Shawn Ross (44217725),Shawn Ross,44217725,C,2000,TOR@BAL 09/21/2026 06:35PM ET,TOR,8
,,,,,,,,,,,1B/3B,Juan Yepez (44217727),Juan Yepez,44217727,1B/3B,2000,TOR@BAL 09/21/2026 06:35PM ET,TOR,0
,,,,,,,,,,,OF,Reed Trimble (44217730),Reed Trimble,44217730,OF,2000,TOR@BAL 09/21/2026 06:35PM ET,BAL,0
,,,,,,,,,,,C,Thayron Liranzo (44217729),Thayron Liranzo,44217729,C,2000,WSH@DET 09/21/2026 06:40PM ET,DET,0
,,,,,,,,,,,OF,Corey Julks (44217735),Corey Julks,44217735,OF,2000,WSH@DET 09/21/2026 06:40PM ET,DET,2.5
,,,,,,,,,,,3B,Jace Jung (44217738),Jace Jung,44217738,3B,2000,WSH@DET 09/21/2026 06:40PM ET,DET,3
,,,,,,,,,,,1B/3B,Brett Harris (44217689),Brett Harris,44217689,1B/3B,2000,MIN@SF 09/21/2026 09:45PM ET,SF,2
,,,,,,,,,,,1B,Rafael Devers (44217720),Rafael Devers,44217720,1B,2000,MIN@SF 09/21/2026 09:45PM ET,SF,8.66
,,,,,,,,,,,3B,Casey Schmitt (44217721),Casey Schmitt,44217721,3B,2000,MIN@SF 09/21/2026 09:45PM ET,SF,8.02
,,,,,,,,,,,OF,Harrison Bader (44217722),Harrison Bader,44217722,OF,2000,MIN@SF 09/21/2026 09:45PM ET,SF,5.17
,,,,,,,,,,,C,Zach Morgan (44217724),Zach Morgan,44217724,C,2000,MIN@SF 09/21/2026 09:45PM ET,SF,0
,,,,,,,,,,,OF,Hendry Mendez (44217726),Hendry Mendez,44217726,OF,2000,MIN@SF 09/21/2026 09:45PM ET,MIN,0
,,,,,,,,,,,OF,Byron Buxton (44217731),Byron Buxton,44217731,OF,2000,MIN@SF 09/21/2026 09:45PM ET,MIN,8.89
,,,,,,,,,,,3B,Matt Chapman (44217732),Matt Chapman,44217732,3B,2000,MIN@SF 09/21/2026 09:45PM ET,SF,6.44
,,,,,,,,,,,OF,Matt Wallner (44217733),Matt Wallner,44217733,OF,2000,MIN@SF 09/21/2026 09:45PM ET,MIN,5.06
,,,,,,,,,,,OF,Gabriel Gonzalez (44217734),Gabriel Gonzalez,44217734,OF,2000,MIN@SF 09/21/2026 09:45PM ET,MIN,2.29
,,,,,,,,,,,SS,Tristan Gray (44217736),Tristan Gray,44217736,SS,2000,MIN@SF 09/21/2026 09:45PM ET,MIN,4.20
,,,,,,,,,,,2B,Nate Furman (44217737),Nate Furman,44217737,2B,2000,MIN@SF 09/21/2026 09:45PM ET,SF,1.46
